Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI
MI4FPBXQ,journalArticle,1996,"Kendall-Tackett, Kathleen A.; Eckenrode, John",The effects of neglect on academic achievement and disciplinary problems: A developmental perspective,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(95)00139-5
8SR4VTGF,journalArticle,1997,"Kendall-Tackett, Kathleen",Timing of academic difficulties for neglected and nonmaltreated males and females,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(97)00050-1
JMPSEMNS,journalArticle,1981,"Kelsey-smith, Martha; Beavers, W. Robert",Family assessment: Centripetal and centrifugal family systems,The American Journal of Family Therapy,,"0192-6187, 1521-0383",10.1080/01926188108250419
45CMIT5B,journalArticle,2008,"Kelleher, Kelly J.; Hazen, Andrea L.; Coben, Jeffrey H.; Wang, Yun; McGeehan, Jennifer; Kohl, Patricia L.; Gardner, William P.",Self-reported disciplinary practices among women in the child welfare system: Association with domestic violence victimization,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2007.12.004
F2QIUSAG,journalArticle,2005,"Kelleher, Kelly J.; Barth, Richard P.; Edleson, Jeffrey L.",The changing lens of research on family violence and child welfare,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2005.04.009
ATQXDXP9,journalArticle,1989,"Kantor, Glenda Kaufman; Straus, Murray A.",Substance abuse as a precipitant of wife abuse victimizations,The American Journal of Drug and Alcohol Abuse,,"0095-2990, 1097-9891",10.3109/00952998909092719
ZV954TFT,journalArticle,1987,"Kantor, Glenda Kaufman; Straus, Murray A.","The ""drunken bum"" theory of wife beating",Social Problems,,"00377791, 15338533",10.2307/800763
HQ96MEEH,journalArticle,1986,"Kalmuss, Debra; Seltzer, Judith A.",Continuity of marital behavior in remarriage: The case of spouse abuse,Journal of Marriage and the Family,,222445,10.2307/352234
7MDVHA9J,journalArticle,1984,"Kalmuss, Debra",The intergenerational transmission of marital aggression,Journal of Marriage and the Family,,222445,10.2307/351858
3R6UVU4G,journalArticle,1982,"Kalmuss, Debra S.; Straus, Murray A.",Wife's marital dependency and wife abuse,Journal of Marriage and the Family,,222445,10.2307/351538
7X2CSPD7,journalArticle,2010,"Kahn, Jessica M.; Schwalbe, Craig",The timing to and risk factors associated with child welfare system recidivism at two decision-making points,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.04.011
I5HEHEMU,journalArticle,2002,"Jonson-Reid, Melissa",Exploring the relationship between child welfare intervention and juvenile corrections involvement,American Journal of Orthopsychiatry,,"1939-0025, 0002-9432",10.1037/0002-9432.72.4.559
P4M756AH,journalArticle,2007,"Jonson-Reid, Melissa; Scott, Lionel D.; McMillen, J. Curtis; Edmond, Tonya",Dating violence among emancipating foster youth,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2006.12.008
NSFW7WCP,journalArticle,2004,"Jonson-Reid, M.; Drake, Brett; Kim, Jiyoung; Porterfield, Shirley; Han, Lu",A prospective analysis of the relationship between reported child maltreatment and special education eligibility among poor children,Child Maltreatment,,1077-5595,10.1177/1077559504269192
UAGHI6C2,journalArticle,2007,"Jonson-Reid, M.; Chance, T.; Drake, B.",Risk of death among children reported for nonfatal maltreatment,Child Maltreatment,,1077-5595,10.1177/1077559506296722
SJ39WHZD,journalArticle,2001,"Jones, Lisa M; Finkelhor, David; Kopiec, Kathy",Why is sexual abuse declining? a survey of state child protection administrators,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(01)00263-0
82HICERM,journalArticle,2013,"Jones, Deborah J.; Lewis, Terri; Litrownik, Alan; Thompson, Richard; Proctor, Laura J.; Isbell, Patricia; Dubowitz, Howard; English, Diana; Jones, Bobby; Nagin, Daniel; Runyan, Desmond",Linking childhood sexual abuse and early adolescent risk behavior: The intervening role of internalizing and externalizing problems,Journal of Abnormal Child Psychology,,"0091-0627, 1573-2835",10.1007/s10802-012-9656-1
JGW4CVN7,journalArticle,2010,"Jones, Deborah J.; Runyan, Desmond K.; Lewis, Terri; Litrownik, Alan J.; Black, Maureen M.; Wiley, Tisha; English, Diana E.; Proctor, Laura J.; Jones, Bobby L.; Nagin, Daniel S.","Trajectories of childhood sexual abuse and early adolescent HIV/AIDS risk behaviors: The role of other maltreatment, witnessed violence, and child gender",Journal of Clinical Child & Adolescent Psychology,,"1537-4416, 1537-4424",10.1080/15374416.2010.501286
52DVFTIQ,journalArticle,2012,"Johnson-Motoyama, Michelle; Dettlaff, Alan J.; Finno, Megan",Parental nativity and the decision to substantiate: Findings from a study of Latino children in the second National Survey of Child and Adolescent Well-being (NSCAW II),Children and Youth Services Review,,1907409,10.1016/j.childyouth.2012.07.017
R99TRE6Z,journalArticle,2002,"Johnsona, R. M.; Kotch, J. B.; Catellier, D. J.; Winsor, J. R.; Dufort, V.; Hunter, W.; Amaya-Jackson, L.",Adverse behavioral and emotional outcomes from child abuse and witnessed violence,Child Maltreatment,,1077-5595,10.1177/1077559502007003001
TPA57KG6,journalArticle,1993,"Jessor, Richard",Successful adolescent development among youth in high-risk settings,American Psychologist,,"1935-990X, 0003-066X",10.1037/0003-066X.48.2.117
8QQP7ZXC,journalArticle,2006,"Jefferys, Marcie",Review of 'The cost of protecting vulnerable children: How child welfare funding fared during the recession',Children and Youth Services Review,,1907409,10.1016/j.childyouth.2005.07.004
MXHSFPEE,journalArticle,2006,"Jee, Sandra H.; Barth, Richard P.; Szilagyi, Moira A.; Szilagyi, Peter G.; Aida, Masahiko; Davis, Matthew M.",Factors associated with chronic conditions among children in foster care,Journal of Health Care for the Poor and Underserved,,1548-6869,10.1353/hpu.2006.0062
M69KIFEB,journalArticle,2005,"Jee, Sandra H.; Antonucci, Toni C.; Aida, Masahiko; Szilagyi, Moira A.; Szilagyi, Peter G.",Emergency department utilization by children in foster care,Ambulatory Pediatrics,,"1530-1567, 1539-4409",
FRAVQN48,journalArticle,2015,"Janczewski, Colleen E.",The influence of differential response on decision-making in child protective service agencies,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2014.06.006
4JJ8XWMJ,journalArticle,2016,"Janczewski, Colleen E.; Mersky, Joshua P.",What's so different about differential response? A multilevel and longitudinal analysis of child neglect investigations,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2016.05.024
9X47SIU3,journalArticle,2012,"James, Sigrid S.; Zhang, Jin Jin; Landsverk, John",Residential care for youth in the child welfare system: Stop-gap option or not?,Residential Treatment For Children & Youth,,"0886-571X, 1541-0358",10.1080/0886571X.2012.643678
CQZTBKKV,journalArticle,2012,"James, S.; Roesch, S.; Zhang, J. J.",Characteristics and behavioral outcomes for youth in group care and family-based care: A propensity score matching approach using national data,Journal of Emotional and Behavioral Disorders,,"1063-4266, 1538-4799",10.1177/1063426611409041
QPFNJQTV,journalArticle,2009,"James, Sigrid; Montgomery, Susanne B.; Leslie, Laurel K.; Zhang, Jinjin",Sexual risk behaviors among youth in the child welfare system,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2009.04.014
NAVCUF43,journalArticle,2006,"James, S.; Leslie, L. K.; Hurlburt, M. S.; Slymen, D. J.; Landsverk, J.; Davis, I.; Mathiesen, S. G.; Jinjin Zhang",Children in out-of-home care: Entry into intensive or restrictive mental health and residential care placements,Journal of Emotional and Behavioral Disorders,,1063-4266,10.1177/10634266060140040301
K7SA9XMA,journalArticle,2007,"Jaffee, Sara R.","Sensitive, stimulating caregiving predicts cognitive and behavioral resilience in neurodevelopmentally at-risk infants",Development and Psychopathology,,"0954-5794, 1469-2198",10.1017/S0954579407000326
7EDKGMGH,journalArticle,2011,"Jaffee, Sara R.; Maikovich-Fong, Andrea Kohn",Effects of chronic maltreatment and maltreatment timing on children’s behavior and cognitive abilities: Effects of chronic maltreatment,Journal of Child Psychology and Psychiatry,,219630,10.1111/j.1469-7610.2010.02304.x
3VQTU5PP,journalArticle,2007,"Jaffee, Sara R.; Gallop, Robert","Social, emotional, and academic competence among children who have had contact with child protective services: Prevalence and stability estimates",Journal of the American Academy of Child & Adolescent Psychiatry,,8908567,10.1097/chi.0b013e318040b247
FWJU35Z4,journalArticle,1999,"Jackson, Shelly; Thompson, Ross A; Christiansen, Elaine H; Colman, Rebecca A; Wyatt, Jennifer; Buckendahl, Chad W; Wilcox, Brian L; Peterson, Reece",Predicting abuse-prone parental attitudes and discipline practices in a nationally representative sample,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(98)00108-2
9TDMFZ74,journalArticle,1997,"Hutcheson, Jacqueline J.; Black, Maureen M.; Talley, Michelle; Dubowitz, Howard; Howard, Julie Berenson; Star, Raymond H.; Thompson, B. Simone",Risk status and home intervention among children with failure-to-thrive: Follow-up at age 4,Journal of Pediatric Psychology,,"0146-8693, 1465-735X",10.1093/jpepsy/22.5.651
W9VFJ43K,journalArticle,2005,"Hussey, Jon M.; Marshall, Jane Marie; English, Diana J.; Knight, Elizabeth Dawes; Lau, Anna S.; Dubowitz, Howard; Kotch, Jonathan B.",Defining maltreatment according to substantiation: Distinction without a difference?,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2003.12.005
S2XUKJT6,journalArticle,2004,"Hurlburt, Michael S.; Leslie, Laurel K.; Landsverk, John; Barth, Richard P.; Burns, Barbara J.; Gibbons, Robert D.; Slymen, Donald J.; Zhang, Jinjin",Contextual predictors of mental health service use among children open to child welfare,Archives of General Psychiatry,,0003-990X,10.1001/archpsyc.61.12.1217
WA7BUI77,journalArticle,1977,"Hudson, Walter W.; Proctor, Enola K.",Assessment of depressive affect in clinical practice.,Journal of Consulting and Clinical Psychology,,0022-006X,10.1037/0022-006X.45.6.1206
D724NIXR,journalArticle,1990,"Howing, Phyllis T.; Wodarski, John S.; Kurtz, P. David; Gaudin, James M.",The empirical base for the implementation of social skills training with maltreated children,Social Work,,0037-8046,
QMA7MRB9,journalArticle,2007,"Hovmand, Peter S.; Jonson-Reid, Melissa; Drake, Brett",Mapping service networks,Journal of Technology in Human Services,,"1522-8835, 1522-8991",10.1300/J017v25n04_01
SU8FUGFH,journalArticle,1990,"Hotaling, Gerald T.; Sugarman, David B.",A risk marker analysis of assaulted wives,Journal of Family Violence,,"0885-7482, 1573-2851",10.1007/BF00979135
4MGVJ586,journalArticle,2013,"Horwitz, Sarah McCue; Hurlburt, Michael S.; Heneghan, Amy; Zhang, Jinjin; Rolls-Reutz, Jennifer; Landsverk, John; K. Stein, Ruth E.",Persistence of mental health problems in very young children investigated by US child welfare agencies,Academic Pediatrics,,18762859,10.1016/j.acap.2013.06.001
MZRK55CQ,journalArticle,2012,"McCue Horwitz, Sarah; Hurlburt, Michael S.; Heneghan, Amy; Zhang, Jinjin; Rolls-Reutz, Jennifer; Fisher, Emily; Landsverk, John; Stein, Ruth E.K.",Mental health problems in young children investigated by U.S. child welfare agencies,Journal of the American Academy of Child & Adolescent Psychiatry,,8908567,10.1016/j.jaac.2012.03.006
EV499J2P,journalArticle,2012,"Horwitz, S. M.; Hurlburt, M. S.; Goldhaber-Fiebert, J. D.; Heneghan, A. M.; Zhang, J.; Rolls-Reutz, J.; Fisher, E.; Landsverk, J.; Stein, R. E. K.",Mental health services use by children investigated by child welfare agencies,Pediatrics,,"0031-4005, 1098-4275",10.1542/peds.2012-1330
3E74XU7N,journalArticle,2011,"Horwitz, Sarah McCue; Hurlburt, Michael S.; Cohen, Steven D.; Zhang, Jinjin; Landsverk, John",Predictors of placement for children who initially remained in their homes after an investigation for abuse or neglect,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2010.12.002
IFZ8FKA4,journalArticle,2013,"Holmes, Megan R.","Aggressive behavior of children exposed to intimate partner violence: An examination of maternal mental health, maternal warmth and child maltreatment",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2012.12.006
Z9229S5M,journalArticle,2015,"Holmes, Megan; Yoon, Susan; Voith, Laura; Kobulsky, Julia; Steigerwald, Stacey",Resilience in physically abused children: Protective factors for aggression,Behavioral Sciences,,2076-328X,10.3390/bs5020176
6G6CRD5D,journalArticle,2015,"Holmes, Megan R.; Voith, Laura A.; Gromoske, Andrea N.",Lasting effect of intimate partner violence exposure during preschool on aggressive behavior and prosocial skills,Journal of Interpersonal Violence,,"0886-2605, 1552-6518",10.1177/0886260514552441
32KZ8VZX,journalArticle,2009,"Holmes, John",Myths and missed opportunities: Young people's not so risky use of online communication,"Information, Communication & Society",,"1369-118X, 1468-4462",10.1080/13691180902769873
ZKIEG42P,journalArticle,2002,"Heyman, Richard E.; Slep, Amy M. Smith",Do child abuse and interparental violence lead to adulthood family violence?,Journal of Marriage and Family,,"0022-2445, 1741-3737",10.1111/j.1741-3737.2002.00864.x
8DTAQHZV,journalArticle,2001,"Heyman, Richard E.; Slep, Amy M. Smith",The hazards of predicting divorce without crossvalidation,Journal of Marriage and Family,,"0022-2445, 1741-3737",10.1111/j.1741-3737.2001.00473.x
WRW2MJS8,journalArticle,2005,"Herrenkohl, Roy C.",The definition of child maltreatment: from case study to construct,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2005.04.002
TDAMWWBK,journalArticle,1983,"Herrenkohl, Roy C.; Herrenkohl, Ellen C.; Egolf, Brenda P.",Circumstances surrounding the occurrence of child maltreatment,Journal of Consulting and Clinical Psychology,,0022-006X,10.1037/0022-006X.51.3.424
WPM74585,journalArticle,1998,"Herman-Giddens, M. E.; Kotch, J. B.; Browne, D. C.; Ruina, E.; Winsor, J. R.; Jung, J.-W.; Stewart, P. W.",Childbearing patterns in a cohort of women sexually abused as children,Journal of Interpersonal Violence,,0886-2605,10.1177/088626098013004006
5ZGWBZ6F,journalArticle,2015,"Heneghan, Amy; Stein, Ruth E.K.; Hurlburt, Michael S.; Zhang, Jinjin; Rolls-Reutz, Jennifer; Kerker, Bonnie D.; Landsverk, John; Horwitz, Sarah McCue",Health-risk behaviors in teens investigated by U.S. child welfare agencies,Journal of Adolescent Health,,1054139X,10.1016/j.jadohealth.2015.01.007
IWVRAU53,journalArticle,2013,"Heneghan, Amy; Stein, Ruth E.K.; Hurlburt, Michael S.; Zhang, Jinjin; Rolls-Reutz, Jennifer; Fisher, Emily; Landsverk, John; Horwitz, Sarah McCue",Mental health problems in teens investigated by U.S. child welfare agencies,Journal of Adolescent Health,,1054139X,10.1016/j.jadohealth.2012.10.269
GFRIIGIS,journalArticle,2011,"Helton, Jesse J.","Children with behavioral, non-behavioral, and multiple disabilities, and the risk of out-of-home placement disruption",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2011.06.004
BRGRN5Q9,journalArticle,2014,"Helton, Jesse J.; Liechty, Janet M.",Obesity prevalence among youth investigated for maltreatment in the United States,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2013.08.011
K7MWC6FS,journalArticle,2014,"Helton, Jesse J.; Fiese, Barbara H.",Supplemental Nutrition Assistance Program participation among child welfare–involved families,Journal of Hunger & Environmental Nutrition,,"1932-0248, 1932-0256",10.1080/19320248.2014.898172
9MQ5KGJD,journalArticle,2011,"Helton, J. J.; Cross, T. P.",The relationship of child functioning to parental physical assault: Linear and curvilinear models,Child Maltreatment,,"1077-5595, 1552-6119",10.1177/1077559511401742
PGF2JQ2S,journalArticle,2013,"Helton, Jesse J.; Bruhn, Christina M.",Prevalence of disabilities and abilities in children investigated for abuse and neglect,Journal of Public Child Welfare,,"1554-8732, 1554-8740",10.1080/15548732.2013.843497
2FKPKATC,journalArticle,2014,"Helfrich, Christine M.; McWey, Lenore M.",Substance use and delinquency: High-risk behaviors as predictors of teen pregnancy among adolescents involved with the child welfare system,Journal of Family Issues,,"0192-513X, 1552-5481",10.1177/0192513X13478917
A893ECUG,journalArticle,2011,"Hegar, Rebecca L.; Rosenthal, James A.",Foster children placed with or separated from siblings: Outcomes based on a national sample,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2011.02.020
D8JP8JZV,journalArticle,2017,"Vidal, Sarah; Prince, Dana; Connell, Christian M.; Caron, Colleen M.; Kaufman, Joy S.; Tebes, Jacob K.","Maltreatment, family environment, and social risk factors: Determinants of the child welfare to juvenile justice transition among maltreated children and adolescents",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2016.11.013
QIC3MEDP,journalArticle,2012,"Boles, Sharon M.; Young, Nancy K.; Dennis, Kimberly; DeCerchio, Ken","The regional partnership grant (RPG) program: Enhancing collaboration, promising results",Journal of Public Child Welfare,,"1554-8732, 1554-8740",10.1080/15548732.2012.705239
DGC28AS6,journalArticle,1975,"Bose, K. S.; Sarma, R. H.",Delineation of the intimate details of the backbone conformation of pyridine nucleotide coenzymes in aqueous solution,Biochemical and Biophysical Research Communications,,1090-2104,
MEXX43D6,journalArticle,2017,"Thompson, Richard; Lewis, Terri; Neilson, Elizabeth C.; English, Diana J.; Litrownik, Alan J.; Margolis, Benyamin; Proctor, Laura; Dubowitz, Howard",Child Maltreatment and Risky Sexual Behavior: Indirect Effects Through Trauma Symptoms and Substance Use,Child Maltreatment,,"1077-5595, 1552-6119",10.1177/1077559516674595
4R9FJB79,journalArticle,2017,"Brown, Dan; De Cao, Elisabetta",The impact of unemployment on child abuse and neglect in the United States,,,,
NBZTJWUV,journalArticle,2015,"Shpiegel, Svetlana; Ocasio, Kerrie",Functioning patterns among older adolescents in foster care: Results from a cluster analysis,Children and Youth Services Review,,,10.1016/j.childyouth.2015.09.024
Q5AEW8WU,journalArticle,2003,"Smith, Brenda D.",After Parental Rights are Terminated: Factors Associated with Exiting Foster Care,Children and Youth Services Review,,,10.1016/S0190-7409(03)00105-1
EXZ5RQI6,journalArticle,2016,"Slayter, Elspeth",Youth with disabilities in the United States child welfare system,Children and Youth Services Review,,,10.1016/j.childyouth.2016.03.012
9CVEZTP2,journalArticle,2011,"Slayter, Elspeth; Springer, Cheryl",Child Welfare-Involved Youth With Intellectual Disabilities: Pathways Into and Placements in Foster Care,Intellectual and Developmental Disabilities,,1934-9491,10.1352/1934-9556-49.1.1
CEGD863R,journalArticle,2010,"McWey, Lenore M.; Acock, Alan; Porter, Breanne E.",The impact of continued contact with biological parents upon the mental health of children in foster care,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.05.003
K6VE8KJV,journalArticle,2017,"Hill, Katharine","Prevalence, experiences, and characteristics of children and youth who enter foster care through voluntary placement agreements",Children and Youth Services Review,,1907409,10.1016/j.childyouth.2017.01.025
4NVVHQ7P,journalArticle,2016,"Nofziger, Stacey; Stein, Rachel E.; Rosen, Nicole L.",Comparing children's and caseworkers' reports of physical violence,Journal of Interpersonal Violence,,,http:/dx.doi.org/10.1177/0886260516670880
5K7SUIBI,journalArticle,2016,"Shpiegel, Svetlana; Cascardi, Michele; Dineen, Michael",A social ecology analysis of childbirth among females emancipating from foster care,Journal of Adolescent Health,,1054139X,10.1016/j.jadohealth.2016.09.013
P8B48BHV,journalArticle,2017,"Pac, Jessica",The effect of monthly stipend on the placement instability of youths in out-of-home care,Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2016.10.019
QIJII67D,journalArticle,2016,"Wojciak, Armeda Stevenson; Thompson, Heather M.; Cooley, Morgan E.",The relationship between caregivers and youth in foster care: Examining the relationship for mediation and moderation effects on youth behaviors,Journal of Emotional and Behavioral Disorders,,1063-4266,http://dx.doi.org/10.1177/1063426616628816
DPVII76T,journalArticle,2016,"Slayter, Elspeth M.",Foster care outcomes for children with intellectual disability,Intellectual and Developmental Disabilities,,,10.1352/1934-9556-54.5.299
BDZG4IA4,journalArticle,2017,"Cromer, Kelly D.; Villodas, Miguel T.",The role of posttraumatic stress as a pathway to psychopathology among youth at high-risk for victimization.,Psychology of Violence,,"2152-081X, 2152-0828",10.1037/vio0000034
MC2VMZMJ,journalArticle,2017,"Kwak, Yoonyoung; Lu, Ting; Christ, Sharon L.",Organized and Unstructured Activity Participation Among Adolescents Involved with Child Protective Services in the United States,Child & Youth Care Forum,,"1053-1890, 1573-3319",10.1007/s10566-017-9392-3
HV7TGAE4,journalArticle,2014,"Wildeman, Christopher; Emanuel, Natalia","Cumulative Risks of Foster Care Placement by Age 18 for U.S. Children, 2000–2011",PLoS ONE,,,10.1371/journal.pone.0092785
CZRTUUKV,journalArticle,2009,"McMillen, J. Curtis; Raghavan, Ramesh",Pediatric to adult mental health service use of young people leaving the foster care system,Journal of Adolescent Health,,1054139X,10.1016/j.jadohealth.2008.04.015
SCE9676I,journalArticle,2015,"Hollinshead, Dana M.; Kim, Sangwon; Fluke, John D.; Merkel-Holguin, Lisa","Influence of family, agency, and caseworker dynamics on caregivers' satisfaction with their child protective services experience",Journal of Public Child Welfare,,"1554-8732, 1554-8740",10.1080/15548732.2015.1091762
A2VFQZQZ,journalArticle,2013,"Thompson, Richard; Dancy, Barbara L.; Wiley, Tisha R. A.; Najdowski, Cynthia J.; Perry, Sylvia P.; Wallis, Jason; Mekawi, Yara; Knafl, Kathleen A.",African American Families' Expectations and Intentions for Mental Health Services,Administration and Policy in Mental Health and Mental Health Services Research,,,10.1007/s10488-012-0429-5
U977SRKG,journalArticle,1984,"Finkelhor, David; Hotaling, Gerald T.",Sexual abuse in the national incidence study of child abuse and neglect: An appraisal,Child Abuse & Neglect,,1452134,10.1016/0145-2134(84)90046-2
XDBIGZGM,journalArticle,1992,"Ards, Sheila",Understanding patterns of child maltreatment,Contemporary Economic Policy,,"10743529, 14657287",10.1111/j.1465-7287.1992.tb00359.x
PCP7JB8K,journalArticle,1992,"Jones, Elizabeth D.; McCurdy, Karen",The links between types of maltreatment and demographic characteristics of children,Child Abuse & Neglect,,1452134,10.1016/0145-2134(92)90028-P
J4TURK6U,journalArticle,1993,"Cappelleri, J. C.; Eckenrode, J.; Powers, J. L.",The epidemiology of child abuse: Findings from the Second National Incidence and Prevalence Study of Child Abuse and Neglect.,American Journal of Public Health,,"0090-0036, 1541-0048",10.2105/AJPH.83.11.1622
I4JTQ7XG,journalArticle,1993,"Ards, Sheila; Harrell, Adele",Reporting of child maltreatment: A secondary analysis of the national incidence surveys,Child Abuse & Neglect,,1452134,10.1016/0145-2134(93)90056-B
6488678Q,journalArticle,2011,"Drake, Brett; Jonson-Reid, Melissa",NIS interpretations: Race and the National Incidence Studies of Child Abuse and Neglect,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.08.006
AVIPE43B,journalArticle,2003,"Ards, Sheila D.; Myers, Samuel L.; Chung, Chanjin; Malkis, Allan; Hagerty, Brian",Decomposing black-white differences in child maltreatment,Child Maltreatment,,"00000000, 10775595",10.1177/1077559502250817
P22MI9Z9,journalArticle,1994,"Sedlak, Andrea J.; Rust, Keith",Criticisms of the Jones and McCurdy Analysis of the Second National Incidence Study of Child Abuse and Neglect,Child Abuse and Neglect,,,10.1016/0145-2134(94)90113-9
S8VMNMXC,journalArticle,1995,"Eckenrode, John; Rowe, Elizabeth; Laird, Molly; Brathwaite, Jacqueline",Mobility as a mediator of the effects of child maltreatment on academic performance,Child Development,,"0009-3920, 1467-8624",10.1111/j.1467-8624.1995.tb00927.x
4Q8SUKNV,journalArticle,1988,"Powers, Jane Levine; Eckenrode, John",The maltreatment of adolescents,Child Abuse and Neglect,,,10.1016/0145-2134(88)90027-0
7TWJX46V,journalArticle,1988,"Eckenrode, John; Munsch, Joyce; Powers, Jane; Doris, John",The nature and substantiation of official sexual abuse reports,Child Abuse & Neglect,,1452134,10.1016/0145-2134(88)90044-0
5J94J6E3,journalArticle,1988,"Eckenrode, John; Powers, Jane; Doris, John; Munsch, Joyce; Bolger, Niall",Substantiation of child abuse and neglect reports.,Journal of Consulting and Clinical Psychology,,"1939-2117, 0022-006X",10.1037/0022-006X.56.1.9
BUT4G7JJ,journalArticle,1999,"Dersch, Charette Alyse; Munsch, Joyce",Male victims of sexual abuse: An analysis of substantiation of child protective services reports,Journal of Child Sexual Abuse,,"1053-8712, 1547-0679",10.1300/J070v08n01_03
SGQ3BN6C,journalArticle,2015,"Dennis, Kimberly; Rodi, Michael S.; Robinson, Gregory; DeCerchio, Ken; Young, Nancy K.; Gardner, Sidney L.; Stedt, Elaine; Corona, Marianna",Promising results for cross-systems collaborative efforts to meet the needs of families impacted by substance use.,Child Welfare,,,
UGZHU4HB,journalArticle,2016,"Villodas, Miguel T.; Cromer, Kelly D.; Moses, Jacqueline O.; Litrownik, Alan J.; Newton, Rae R.; Davis, Inger P.",Unstable child welfare permanent placements and early adolescent physical and mental health: The roles of adverse childhood experiences and post-traumatic stress,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2016.10.014
5NXQIURB,journalArticle,2012,"Thompson, Richard; Litrownik, Alan J.; Isbell, Patricia; Everson, Mark D.; English, Diana J.; Dubowitz, Howard; Proctor, Laura J.; Flaherty, Emalee G.",Adverse experiences and suicidal ideation in adolescence: Exploring the link using the LONGSCAN samples,Psychology of Violence,,,10.1037/a0027107
5X22K9UN,journalArticle,2007,"Salzinger, Suzanne; Rosario, Margaret; Feldman, Richard S.; Ng-Mak, Daisy S.",Adolescent Suicidal Behavior: Associations With Preadolescent Physical Abuse and Selected Risk and Protective Factors,Journal of the American Academy of Child & Adolescent Psychiatry,,,10.1097/chi.0b013e318054e702
4NC9UVJP,journalArticle,2015,"Shpiegel, Svetlana; Cascardi, Michele",Adolescent Parents in the First Wave of the National Youth in Transition Database,Journal of Public Child Welfare,,,10.1080/15548732.2015.1043687
67ATCCGV,journalArticle,2011,"Morton, Cory M.; Ocasio, Kerrie; Simmel, Cassandra",A Critique of Methods Used to Describe the Overrepresentation of African Americans in the Child Welfare System,Children and Youth Services Review,,0190-7409,10.1016/j.childyouth.2011.03.018
9DKPM8SP,journalArticle,1991,"McKenry, P. C.; Kotch, J. B.; Browne, D. H.",Correlates of dysfunctional parenting attitudes among low-income adolescent mothers,Journal of Adolescent Research,,0743-5584,10.1177/074355489162005
754UWI9H,journalArticle,2013,"Mendoza, Natasha","Family structure, substance use, and child protective services involvement: Exploring child outcomes and services",Journal of Social Work Practice in the Addictions,,"1533-256X, 1533-2578",10.1080/1533256X.2012.756793
CZA4QD6H,journalArticle,2015,"Meloy, Mary Elizabeth; Lipscomb, Shannon T.; Baron, Madeline J.","Linking state child care and child welfare policies and populations: Implications for children, families, and policymakers",Children and Youth Services Review,,1907409,10.1016/j.childyouth.2015.07.008
WAW5BAIJ,journalArticle,1989,"Mederer, Helen J.; Gelles, Richard J.",Compassion or control: Intervention in cases of wife abuse,Journal of Interpersonal Violence,,"0886-2605, 1552-6518",10.1177/088626089004001002
PM5E6B3I,journalArticle,2010,"McWey, Lenore M.; Cui, Ming; Pazdera, Andrea L.",Changes in externalizing and internalizing problems of adolescents in foster care,Journal of Marriage and Family,,222445,10.1111/j.1741-3737.2010.00754.x
39W4GXTH,journalArticle,2015,"McWey, Lenore M.; Cui, Ming; Holtrop, Kendal",Caregiver-adolescent dyadic disagreement and problem behaviors of adolescents in the child welfare system,Journal of Research on Adolescence,,10508392,10.1111/jora.12105
A6WXCFRJ,journalArticle,2008,"McRee, Nick",Child abuse in blended households: Reports from runaway and homeless youth,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2007.09.007
3D42A6PN,journalArticle,2005,"McMILLEN, J Curtis; Zima, Bonnie T; Scott, Lionel D; Auslander, Wendy F; Munson, Michelle R; Ollie, Marcia T; Spitznagel, Edward L",Prevalence of psychiatric disorders among older youths in the foster care system,Journal of the American Academy of Child & Adolescent Psychiatry,,8908567,10.1097/01.chi.0000145806.24274.d2
PC3T353W,journalArticle,2004,"McMillen, J. Curtis; Scott, Lionel D.; Zima, Bonnie T.; Ollie, Marcia T.; Munson, Michelle R.; Spitznagel, Edward",Use of mental health services among older youths in foster care,Psychiatric Services,,"1075-2730, 1557-9700",10.1176/appi.ps.55.7.811
7S8UF3IT,journalArticle,2015,"McLeod, David Axlyn",Female offenders in child sexual abuse cases: A national picture,Journal of Child Sexual Abuse,,"1053-8712, 1547-0679",10.1080/10538712.2015.978925
